"";"Benin";"Burkina Faso";"Gambia";"Ghana";"Guinea";"Guinea-Bissau";"Ivory Coast";"Liberia";"Mali";"Niger";"Nigeria";"Senegal";"Sierra Leone";"Togo";"n_countries"
"Entoloma dichroum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Entoloma eburneum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma fusicystis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma fusiferum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma gigaspermum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma glaucogilvum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma grammatum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma griseipes";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma griseovioleum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma hyalodepas";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma inocybospermum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma invisibile";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma lateripes";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma longissimum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma margaritiferum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma modestissimum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma phaeoxanthum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma phaeum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma pluteicutis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma polyphyllum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma pseudorrhombosporum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma pseudotruncatum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma punctipileum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma roseomurinum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma rufum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma sclerobasidiatum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma sericellum";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Entoloma stylobates";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma umbrosum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma variisporum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entoloma vestipes";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entomophaga grylli";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Entonaema cinnabarinum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Entonaema liquescens";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Entosordaria jacobi-felicis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Entrophospora infrequens";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Entyloma dahliae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ephelis japonica";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Epibryon deceptor";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Epibryon filiforme";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"Epibryon hypophyllum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Epichloe cinerea";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Epichloe oplismeni";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Epicoccum andropogonis";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Epicoccum andropogonis ";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Epicoccum catenisporum";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"Epicoccum neglectum";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Epicoccum nigrum";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Epicoccum sorghinum";1;1;0;1;1;1;1;0;1;1;1;1;1;1;12
"Epithele interrupta";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Eremothecella calamicola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Eremothecium gossypii";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"Eriocercospora balladynae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Eriomycopsis biseptata";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Eriomycopsis bomplandi";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Eriomycopsis flagellata";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Eriomycopsis minuta";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Erysiphe acalyphae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Erysiphe cruciferarum";0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
"Erysiphe necator";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Erysiphe pisi";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Erysiphe quercicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Erythricium salmonicolor";0;0;0;0;1;0;1;1;0;0;1;0;1;0;5
"Eudarluca australis";0;0;0;1;1;0;0;0;0;0;0;0;0;1;3
"Eugeniella micrommata";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Eumitria baileyi";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Eutypa erumpens";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Eutypa microspora";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Eutypella citricola";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Eutypella coffeicola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Eutypella heveae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Eutypella perplexans";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Eutypella russodes";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Eutypella theobromicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Exidia thuretiana";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Exosporium leptoderridicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Exosporium mexicanum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Exosporium pterocarpi";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Exosporium stilbaceum";0;1;0;1;1;0;0;0;0;0;0;0;1;0;4
"Exserohilum holmii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Exserohilum inaequale";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Exserohilum longirostratum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Exserohilum rostratum";0;1;1;1;0;0;0;0;0;1;1;0;1;0;6
"Exserohilum turcicum";1;1;0;1;1;0;1;0;1;1;1;1;1;1;11
"Falciformispora senegalensis";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Fasciatispora bicincta";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Favolaschia baumanniana";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Favolaschia manipularis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Favolaschia rosea";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Favolaschia staudtii ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Favolaschia thwaitesii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Favolaschia zenkeriana";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Favolus acervatus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Favolus glaber";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Favolus grammocephalus";0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
"Favolus muricellus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Favolus tenuiculus";0;0;0;1;0;0;0;0;0;0;1;1;0;1;4
"Fellhanera africana";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Fellhanera aurantiaca";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Fellhanera bouteillei";0;0;0;1;1;0;1;0;0;0;1;0;0;0;4
"Fellhanera carnea";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Fellhanera dominicana";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fellhanera fuscatula";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fellhanera ivoriensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fellhanera lambinonii";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fellhanera lisowskii";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fellhanera paradoxa";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Fellhanera parvula";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Fellhanera rhaphidophylli";0;0;0;0;1;0;1;0;0;0;1;0;0;1;4
"Fellhanera rubida";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fellhanera semecarpi";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Fellhanera sorediantha";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fellhanera submicrommata";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Fenestella gigaspora";0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
"Fibroidium abelmoschi";0;0;0;1;1;0;1;0;0;0;1;1;1;1;7
"Fibroidium acalyphae";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Fibroidium balsaminae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Fibroidium cyparissiae";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Fibroidium sesami";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Fibroporia vaillantii";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Filoboletus clypeatus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Filoboletus gracilis";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Flabellospora crassa";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Flabellospora verticillata";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Flagellospora curvula";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Flammulina ferrugineolutea";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Flammulina velutipes";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Flavodon flavus";1;0;0;1;0;0;0;0;0;0;1;0;0;1;4
"Flavoparmelia caperata";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fomes fomentarius";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fomes fulvellus";0;0;0;1;1;0;0;0;0;1;0;0;0;0;3
"Fomes ligneus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fomes ostricolor";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Fomes pseudosenex";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Fomitiporella austroasiana";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Fomitiporia robusta";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Fomitopsis officinalis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fouragea filicina";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Fouragea puiggarii";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fouragea viridistellata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fracchiaea broomeana";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Fracchiaea hystricula";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Fuligo candida";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fuligo cinerea";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fuligo gyrosa";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fuligo septica";0;0;0;0;0;0;0;1;1;0;1;0;1;0;4
"Fulvia fulva";0;0;0;1;1;0;1;0;0;0;0;0;1;0;4
"Fulvifomes yoroui";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Funalia aspera";1;0;0;0;0;0;0;0;0;0;0;1;0;0;2
"Funalia caperata";1;0;0;1;0;0;0;0;0;0;1;0;0;0;3
"Funalia floccosa";0;0;0;1;1;0;0;0;0;1;0;0;0;0;3
"Funalia funalis";0;0;0;1;1;0;0;0;0;0;0;1;1;1;5
"Funneliformis badius";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Funneliformis caledonius";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Funneliformis constrictus";1;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"Funneliformis geosporus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Funneliformis mosseae";1;0;1;0;0;0;1;0;0;0;1;1;0;0;5
"Funneliformis verruculosus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fusarium acuminatum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fusarium andiyazi";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Fusarium anguioides";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Fusarium arthrosporioides";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"Fusarium avenaceum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Fusarium camptoceras";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fusarium chlamydosporum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fusarium culmorum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fusarium equiseti";1;1;0;0;0;0;1;0;0;0;1;0;0;0;4
"Fusarium fujikuroi";1;1;1;1;1;0;1;0;1;1;1;0;1;1;11
"Fusarium gibbosum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Fusarium graminearum";1;0;1;0;0;0;0;0;0;0;0;0;1;0;3
"Fusarium incarnatum";0;0;1;1;0;0;1;1;0;0;1;0;0;0;5
"Fusarium incarnatum ";1;0;0;1;1;0;0;0;0;0;1;0;0;0;4
"Fusarium lateritium";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Fusarium lolii";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Fusarium neocosmosporiellum";0;0;1;1;0;1;0;0;1;0;0;1;1;1;7
"Fusarium oxysporum";1;0;1;1;1;0;1;0;0;0;1;1;1;0;8
"Fusarium oxysporum f.sp. cubense";0;0;0;1;1;0;0;0;0;0;1;0;1;0;4
"Fusarium oxysporum f.sp. elaeidis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fusarium oxysporum f.sp. lycopersici";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Fusarium oxysporum f.sp. strigae";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Fusarium pallidoroseum";1;1;0;1;1;0;1;0;1;1;1;0;1;1;10
"Fusarium poae";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Fusarium proliferatum ";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Fusarium pseudocircinatum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Fusarium pseudonygamai";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fusarium roseum";0;0;1;0;0;0;1;0;0;0;0;0;1;0;3
"Fusarium solani f.sp. phaseoli";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Fusarium sporotrichioides";1;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"Fusarium tasmanicum ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Fusarium xylarioides";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Fuscoporia discipes ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Fuscoporia ferruginosa";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Fuscoporia senex";1;0;0;1;1;0;0;0;0;0;1;0;1;1;6
"Fuscoporia wahlbergii";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Fuscutata heterogama";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Fusicladium butyrospermi";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"Fusicolla merismoides";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Gaeumannomyces graminis";0;0;0;0;0;0;1;0;0;0;1;0;1;0;3
"Galerella nigeriensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ganoderma applanatum";1;0;0;1;0;0;1;0;0;0;1;0;1;0;5
"Ganoderma australe";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Ganoderma capense";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ganoderma chalceum";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Ganoderma colossus";0;0;0;1;0;0;0;0;0;1;1;1;1;1;6
"Ganoderma curtisii";0;0;0;1;0;0;0;0;1;0;0;1;1;0;4
"Ganoderma enigmaticum";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Ganoderma lucidum";1;1;1;1;1;0;1;0;0;1;1;1;1;1;11
"Ganoderma mangiferae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ganoderma mbrekobenum";1;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"Ganoderma multipileum";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Ganoderma obockense";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Ganoderma obockense f. desertorum";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"Ganoderma oerstedii ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ganoderma orbiforme";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Ganoderma philippii";0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
"Ganoderma resinaceum";0;1;0;0;0;0;0;0;0;0;1;0;0;1;3
"Ganoderma tsugae";0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
"Ganoderma wiiroense";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ganoderma zonatum";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Geastrum drummondii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Geastrum javanicum";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Geastrum lageniforme";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Geastrum minimum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Geastrum mirabile";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Geastrum pulverulentus";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Geastrum saccatum";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Geastrum schweinfurthii";0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
"Geastrum schweinitzii";1;0;0;1;0;0;0;0;0;0;1;0;0;0;3
"Geastrum velutinum";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Gelopellis rufus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Geminago nonveilleri";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"Geopyxis striatospora";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Geosmithia emersonii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Gerronema beninensis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Gibbera anthonothae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Gibberella sacchari";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"Gibellula alata";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Gibellula aranearum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Gibellula clavulifera";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Gibellula pulchra";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Gigaspora alboaurantiaca";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Gigaspora decipiens";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Gigaspora gigantea";1;0;0;0;0;0;1;0;0;0;1;0;0;0;3
"Gigaspora margarita";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Gliocladiopsis tenuis";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Gliomastix luzulae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Gliomastix musicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Gliomastix roseogrisea";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Globisporangium splendens";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"Globisporangium ultimum";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Gloeocercospora sorghi";0;1;0;1;0;0;0;0;1;1;1;1;0;0;6
"Gloeodontia discolor";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Gloeoheppia turgida";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Gloeopeniophorella singulare";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Gloeophyllum striatum";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Gloeoporus thelephoroides";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Gloeosporium calotropidis";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Gloeosporium heveae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Gloeosporium musarum";0;0;0;1;1;0;1;0;0;0;0;0;1;0;4
"Gloeosporium orbiculare";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Glomerella cingulata f.sp. manihotis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Glomerella manihotis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Glomerella psidii";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Glomus ambisporum";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Glomus brohultii";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Glomus clavisporum";1;0;0;0;0;0;1;0;0;0;1;0;0;0;3
"Glomus convolutum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Glomus coremioides";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Glomus fragile";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Glomus glomerulatum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Glomus hoi";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Glomus hyderabadensis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Glomus macrocarpum";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Glomus nanolumen";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Glomus pallidum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Glomus rubiforme";1;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"Glomus sinuosum";1;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"Glomus taiwanense";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Glomus versiforme";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Glyphis cicatricosa";0;0;1;0;0;0;0;0;0;0;0;0;1;0;2
"Glyphis cicatricosa var. confluens";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Glyphis cicatricosa var. pulvinata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Glyphis scyphulifera";0;0;1;0;0;0;0;0;0;0;0;0;1;0;2
"Gnomoniella quadriguttulata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Golovinomyces cichoracearum";0;0;0;1;0;0;1;0;0;0;1;1;0;0;4
"Golovinomyces cucurbitacearum";0;0;0;0;0;0;1;0;0;0;1;1;0;0;3
"Golovinomyces orontii";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Gonatophragmium mori";0;0;0;1;1;0;0;0;0;0;1;0;1;0;4
"Gongronella butleri";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Goplana cissi";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Goplana concinna";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Grallomyces portoricensis";0;0;0;1;0;0;0;0;0;0;0;0;1;1;3
"Grammothele delicatula";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Grammothele fuligo";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Graphina arthothelioides";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Graphina deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Graphina ulcerata";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Graphiola borassi";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Graphiola phoenicis";1;1;0;1;0;0;0;0;1;1;1;1;1;0;8
"Graphiopsis chlorocephala";0;0;0;0;0;0;0;0;1;0;0;1;0;0;2
"Graphis caesiella";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"Graphis deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Graphis duplicata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Graphis guineensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Graphis hyalinella";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Graphis lineola";0;0;1;0;0;0;0;0;0;0;0;0;1;0;2
"Graphis nigeriensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Graphis ondensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Graphis pezizoidea";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Graphis planata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Graphis tenella";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Graphis tenella var. flavicans";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Graphis thoroldii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Graphium anomalum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Graphium hendersonulae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Graphium rhodophaeum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Graphium stercorarium";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Guedea sacra";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Guepinia petaloides";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Guignardia alternantherae";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Guignardia harunganae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Guignardia manihotis";0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
"Gyalectidium filicinum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Gyalectidium rotuliforme";0;0;0;1;1;0;0;0;0;0;1;0;0;1;4
"Gyalideopsis minima";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Gyalideopsis ochroleuca";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Gyalideopsis perminuta";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Gyalideopsis rubescens";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Gyalolechia bassiae";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
